record_id,nhtsa_record_id,recall_campaign_id,manufacturer_campaign_id,vehicle_make,vehicle_model,model_year,vehicle_year_num,vehicle_era,manufacturer,manufacturer_text,make_origin,recall_type_code,recall_type_label,component,component_category,recall_initiation_date,recall_date_parsed,report_received_date,owner_notification_date,notification_date_parsed,manufacture_date_begin,manufacture_date_end,recall_year,recall_month,recall_quarter,recall_age_days,days_to_owner_notification,potential_units_affected,units_affected_num,recall_scale,summary,consequence,remedy,notes,defect_severity,fire_risk_flag,manufacturer_recall_count,is_repeat_manufacturer,recall_risk_score,risk_tier,influenced_by,data_source,source_url,scrape_date,dataset_version,record_creation_date,rcl_cmpt_id,mfr_comp_name,mfr_comp_desc,mfr_comp_ptno,creation_date_parsed,defect_severity_score,vehicle_age,summary_length,consequence_length,component_severity,contains_fire,contains_crash,contains_injury,contains_fatal,contains_death,contains_stall,contains_overheat,contains_shutdown,contains_loss_of_control,manufacturer_frequency,risk_label,ai_summary
cbc34130f14f91,118066,16V598000,,ITASCA,CAMBRIA,2017.0,2017.0,2010s,"Winnebago Industries, Inc","Winnebago Industries, Inc.",Other,V,Vehicle,Electrical System,Electrical,20160812,8/12/2016,No,20160922.0,9/22/2016,20140506.0,20160422.0,2016,8,3,3539,41.0,3826,3826,MEDIUM,winnebago industries inc winnebago is recalling certain model year 2015 2017 itasca cambria 2015 2017 winnebago era travato fuse aspect and vista recreational vehicles and 2015 2017 itasca sunstar recreational vehicles manufactured may 6 2014 to april 22 2016 the affected vehicles may have a electrical connection to the automatic transfer switch ats that may not be properly tightened,a loose power connection may cause a build up of heat at the connection increasing the risk of a fire,winnebago will notify owners and dealers will tighten the electrical connection replacing the ats box and switch as necessary these repairs will be performed free of charge the recall began on september 22 2016 owners may contact winnebago customer service at 1 800 537 1885,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",HIGH,0,614,1,39,MODERATE,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20160812,5.94e+22,,,,8/12/2016,0.2791,9.0,386,101,4,1,0,0,0,0,0,0,0,0,45,Medium,Winnebago industries inc winnebago is recalling certain model year 2015 2017 itasca cambria 2015...
e6aa23e1e9240e,105102,14V085000,405,MCI,D4000,2012.0,2012.0,2010s,Motor Coach Industries,"Motor Coach Industries, Inc",Other,V,Vehicle,Engine,Engine / Powertrain,20140228,2/28/2014,No,20140416.0,4/16/2014,20110301.0,20120730.0,2014,2,1,4435,47.0,96,96,SMALL,motor coach industries inc mci is recalling certain model year 2011 2012 d4000 motorcoaches manufactured march 2011 through july 2012 and equipped with certain cummins westport model isl g condensation in the intake manifold may freeze during cold weather conditions and interfere with the proper operation of the intake manifold pressure sensor,the improper operation of the sensor could induce elevated exhaust temperatures or flames from the exhaust pipe increasing the risk of a vehicle fire or burn injury to a person near the exhaust pipe,mci will notify owners and authorized cummins service facilities will upload a new ecm calibration free of charge the recallbegan on april 16 2014 customers may contact mci at 1 847 285 2090 or cummins inc at 1 800 343 7357 mci s number associated with this campaign is 405,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",MEDIUM,0,677,1,21,LOW,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20140305,5.62e+22,,,,3/5/2014,0.1989,14.0,345,198,4,1,0,1,0,0,0,0,0,0,38,Low,Motor coach industries inc mci is recalling certain model year 2011 2012 d4000 motorcoaches manuf...
9f8900b3b10bca,150930,20V084000,,HEARTLAND,BIGHORN TRAVELER,2020.0,2020.0,2020s,"Heartland Recreational Vehicles, LLC","Heartland Recreational Vehicles, LLC",Other,V,Vehicle,Other,Tires / Wheels,20200213,2/13/2020,No,20200511.0,5/11/2020,,,2020,2,1,2259,88.0,487,487,SMALL,heartland recreational vehicles llc heartland is recalling certain 2020 bighorn traveler elkridge milestone and pioneer fifth wheel trailers the smoke detector may be incorrectly located in the bedroom,in the event of a fire the smoke detector may not provide adequate warning for the occupants to be able to escape safely increasing the risk of injury,heartland will notify owners and dealers will either relocate the detector or add an additional one free of charge the recall began may 11 2020 owners may contact heartland customer service at 1 877 262 8032,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",LOW,0,484,1,14,LOW,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20200214,1.02e+23,,,,2/14/2020,0.2396,6.0,201,150,1,1,0,1,0,0,0,0,0,0,14,Low,Heartland recreational vehicles llc heartland is recalling certain 2020 bighorn traveler elkridge...
cedabcbca1ffb9,134777,18V042000,"B0K, L0J",ACURA,ZDX,2013.0,2013.0,2010s,Honda (American Honda Motor Co.),Honda (American Honda Motor Co.),Japanese,V,Vehicle,Airbags,Air Bag,20180109,1/9/2018,No,20180216.0,2/16/2018,20121018.0,20130301.0,2018,1,1,3024,38.0,691726,691726,MASSIVE,honda american honda motor co is recalling certain 2010 2013 acura tsx zdx honda accord crosstour fit insight and pilot vehicles 2011 13 acura tsx sportswagon 2010 2012 honda accord 2010 2011 honda civic civic ngv civic hybrid and cr v vehicles and 2013 honda fcx clarity and fit ev vehicles ever registered in the states of alabama california florida georgia hawaii louisiana mississippi south carolina texas puerto rico american samoa guam the northern mariana islands saipan and the u s virgin islands or zone a additionally honda is recalling certain 2010 2012 acura tsx honda accord accord crosstour fit and pilot 2010 2011 honda civic civic ngv civic hybrid and cr v and 2010 acura zdx and honda insight vehicles ever registered in the states of arizona arkansas delaware district of columbia illinois indiana kansas kentucky maryland missouri nebraska nevada new jersey new mexico north carolina ohio oklahoma pennsylvania tennessee virginia and west virginia or zone b unless included in zones a or b above honda is recalling certain 2009 acura tsx honda accord civic civic ngv civic hybrid cr v fit and pilot vehicles ever registered in the states of alaska colorado connecticut idaho iowa maine massachusetts michigan minnesota montana new hampshire new york north dakota oregon rhode island south dakota utah vermont washington wisconsin and wyoming or zone c these vehicles are equipped with certain air bag inflators assembled as part of the frontal air bag modules and used as original equipment or replacement equipment such as after a vehicle crash necessitating replacement of the original air bags may explode due to propellant degradation occurring after long term exposure to higher absolute humidity temperature and temperature cycling,an inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death,honda will notify owners and dealers will replace the passenger frontal air bag inflator free of charge the recall began february 16 2018 owners may contact honda customer service at 1 888 234 2138 honda s numbers for this recall are b0k and l0j,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",LOW,0,11444,1,25,LOW,ODI,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20180116,8.13e+22,,,,1/16/2018,0.2149,13.0,1756,133,5,0,1,1,0,1,0,0,0,0,184,Low,Honda american honda motor co is recalling certain 2010 2013 acura tsx zdx honda accord crosstour...
038d5178fc12f1,316079,25V488000,25S77,LINCOLN,NAVIGATOR,2025.0,2025.0,2020s,Ford Motor Company,Ford Motor Company,US Domestic,V,Vehicle,Brakes,Brakes,20250725,7/25/2025,No,20250822.0,8/22/2025,20231109.0,20250609.0,2025,7,3,270,28.0,312120,312120,LARGE,ford motor company ford is recalling certain 2025 lincoln navigator f 150 expedition bronco and ranger vehicles the electronic brake booster ebb module may malfunction while driving or when the driver is utilizing an advanced driver assistance system adas feature resulting in a loss of power brake assist,an unexpected loss of power brake assist while driving can extend stopping distance and increase the risk of a crash additionally a loss of power brake assist while adas features are engaged can result in the vehicle not braking as expected increasing the risk of a crash,the ebb module software will be updated over the air ota or by a dealer free of charge owner notification letters were mailed on august 22 2025 owners may contact ford customer service at 1 866 436 7332 ford s number for this recall is 25s77,,HIGH,0,12531,1,43,MODERATE,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20250728,2.6e+23,BRK ASY ELE BST,Electric Brake Booster â Ford Ranger,RB3C-2D335-G*,7/28/2025,0.3461,1.0,305,271,5,0,1,0,0,0,0,0,0,0,224,Medium,Ford motor company ford is recalling certain 2025 lincoln navigator f 150 expedition bronco and r...
45ac5413ecdc68,138566,18V093000,CA#8894-1,TRIPLE E RV,TOPAZ,2009.0,2009.0,2000s,Triple E Recreational Vehicles,Triple E Recreational Vehicles,Other,V,Vehicle,Other,Engine / Powertrain,20180202,2/2/2018,No,20180228.0,2/28/2018,20010430.0,20120630.0,2018,2,1,3000,26.0,1159,1159,MEDIUM,triple e recreational vehicles triple e is recalling certain 2002 2009 invitation and embassy recreational vehicles 2002 2012 regency regal senator and topaz recreational vehicles 2002 2010 signature commander and empress recreational vehicles 2005 2013 regency gt recreational vehicles 2011 2013 mot trailers 2012 roughneck trailers nt300 2008 2013 free flight serenity s24cb liberio l24cb and free spirit recreational vehicles and 2010 2013 unity recreational vehicles these motorhomes are equipped with kidde plastic handle or push button pindicator fire extinguishers that may become clogged preventing the extinguisher from discharging as expected or requiring excessive force to activate the extinguisher additionally in certain models the nozzle may detach from the valve assembly with enough force that it could cause injury and also render the product inoperable for a full list of the affected fire extinguisher models visit https static nhtsa gov odi rcl 2017 rmisc 17e062 5427 pdf,in the event of a fire if the fire extinguisher does not function properly it can increase the risk of injury,triple e will notify owners instructing them to contact kidde for a replacement fire extinguisher free of charge the recall began on february 28 2018 owners may contact kidde customer service at 1 855 262 3540 or online at www kidde com and click on product safety recall for more information triple e s number for this recall is ca 8894 1,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",CRITICAL,0,355,1,54,HIGH,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20180206,8.2e+22,,,,2/6/2018,0.2407,17.0,992,109,1,1,0,1,0,0,0,0,0,0,32,High,Triple e recreational vehicles triple e is recalling certain 2002 2009 invitation and embassy rec...
71c715fdcbffbe,139463,18V332000,"U49,U59-U65,U68,U73",RAM,2500,2014.0,2014.0,2010s,Chrysler (FCA US LLC),"Chrysler (FCA US, LLC)",US Domestic,V,Vehicle,Electrical System,Brakes,20180517,5/17/2018,No,20180604.0,6/4/2018,20130611.0,20180524.0,2018,5,2,2896,18.0,4815661,4815661,MASSIVE,chrysler fca us llc is recalling certain 2014 2018 dodge journey charger and durango ram 2500 3500 3500 cab chassis more than 10 000lb 4500 cab chassis and 5500 cab chassis jeep cherokee and grand cherokee and chrysler 300 2014 2019 ram 1500 2015 2018 dodge challenger 2015 2017 chrysler 200 2016 2018 ram 3500 cab chassis less than 10 000 lb 2017 2018 chrysler pacifica and 2018 jeep wrangler vehicles these vehicles are being recalled to address a defect that could prevent the cruise control system from disengaging if when using cruise control there is a short circuit within the vehicle s wiring the driver may not be able to shut off the cruise control either by depressing the brake pedal or manually turning the system off once it has been engaged resulting in either the vehicle maintaining its current speed or possibly accelerating,if the vehicle maintains its speed or accelerates despite attempts to deactivate the cruise control there would be an increased risk of a crash,chrysler will notify owners and dealers will inspect the software and perform a software flash on the engine or powertrain control module free of charge the recall began june 4 2018 owners may contact chrysler customer service at 1 800 853 1403 note owners are advised to stop using cruise control until the software update has been performed in the event that cruise control cannot be disengaged while driving owners should firmly and steadily apply the brakes and shift the transmission to neutral placing the vehicle in park once it has stopped,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",MEDIUM,0,1614,1,32,MODERATE,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20180522,8.62e+22,,,,5/22/2018,0.2815,12.0,842,143,4,0,1,0,0,0,0,0,0,0,82,Medium,Chrysler fca us llc is recalling certain 2014 2018 dodge journey charger and durango ram 2500 350...
58133d3ef121f9,167202,21V606000,"69CR, 69CS",AUDI,S6,2021.0,2021.0,2020s,"Volkswagen Group of America, Inc.","Volkswagen Group of America, Inc.",German,V,Vehicle,Seat Belts,Engine / Powertrain,20210805,8/5/2021,No,20210827.0,8/27/2021,,,2021,8,3,1720,22.0,45496,45496,MEDIUM,volkswagen group of america inc volkswagen is recalling certain 2021 volkswagen id4 audi a4 allroad a4 sedan a5 cabriolet a5 coupe a5 sportback a6 allroad a6 sedan a7 a8 e tron quattro e tron sportback quattro q3 q5 q5 sportback q7 q8 rs5 sportback rs5 coupe rs6 avant rs7 rsq8 s4 sedan s5 cabriolet s5 coupe s5 sportback s6 sedan s7 s8 sq5 sq5 sportback sq7 sq8 and 2021 2022 s3 sedan vehicles the rear seat belt automatic locking retractors may deactivate early which can prevent the child restraint system from securing properly as such these vehicles fail to comply with the requirements of federal motor vehicle safety standard number 208 occupant crash protection,an unsecured child restraint system can increase the risk of injury during a crash,dealers will inspect and replace as necessary the middle rear seat belt assemblies free of charge owner notification letters were mailed august 27 2021 owners may contact volkswagen customer service at 1 800 893 5298 and audi customer service at 1 800 253 2834 volkswagen s numbers for this recall are 69cr vw and 69cs audi,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",LOW,0,3770,1,17,LOW,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20210805,1.13e+23,Seat belt assembly,Seat belt assembly,83A857807C V04,8/5/2021,0.1973,5.0,669,82,4,0,1,1,0,0,0,0,0,0,139,Low,Volkswagen group of america inc volkswagen is recalling certain 2021 volkswagen id4 audi a4 allro...
f360ef8a341217,257452,24V118000,,MERCEDES-BENZ,GLS 450,2020.0,2020.0,2020s,"Mercedes-Benz USA, LLC","Mercedes-Benz USA, LLC",German,V,Vehicle,Transmission,Engine / Powertrain,20240216,2/16/2024,No,20240329.0,3/29/2024,,,2024,2,1,795,42.0,105071,105071,LARGE,mercedes benz usa llc mbusa is recalling certain 2020 2023 gle 450 and gls 450 vehicles the transmission may not fully downshift in certain conditions causing the engine to stall,an engine stall increases the risk of a crash,dealers will update the transmission control unit software free of charge owner notification letters were mailed march 29 2024 owners may contact mbusa customer service at 1 800 367 6372,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",MEDIUM,0,44051,1,28,MODERATE,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20240220,1.27e+23,TRANSMISSION SOFTWARE,TRANSMISSION SOFTWARE,A0009026256,2/20/2024,0.2002,6.0,178,45,3,0,1,0,0,0,1,0,0,0,132,Medium,Mercedes benz usa llc mbusa is recalling certain 2020 2023 gle 450 and gls 450 vehicles the trans...
40108296ec0af4,198659,21V628000,,CUSTOM FIRE,SPARTAN METROSTAR,2018.0,2018.0,2010s,"Custom Fire Apparatus, Inc.","Custom Fire Apparatus, Inc.",Other,V,Vehicle,Other,Fire Risk,20210810,8/10/2021,No,20210712.0,7/12/2021,,,2021,8,3,1715,0.0,12,12,SMALL,custom fire apparatus inc is recalling certain 2009 2021 spartan gladiator metrostar and metrostarx emergency vehicles the fire water pump solenoid may corrode internally causing a loss of power to the pump control module,a loss of power to the pump control module can cause a loss of water pressure for fighting fires increasing the risk of injury,spartan fire llc will remove and replace the pump shift solenoid free of charge owner notification letters were mailed on july 12 2021 owners may contact custom fire s customer service at 1 715 294 2555,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",CRITICAL,0,127,1,51,HIGH,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20210811,1.13e+23,pump shift solenoid,,,8/11/2021,0.3736,8.0,221,126,1,1,0,1,0,0,0,0,0,0,9,High,Custom fire apparatus inc is recalling certain 2009 2021 spartan gladiator metrostar and metrosta...
9b114bd7e3b3fc,293396,25V676000,PMA56,CHEVROLET,CITY EXPRESS,2016.0,2016.0,2010s,"Nissan North America, Inc.","General Motors, LLC",US Domestic,V,Vehicle,Fuel System,Fuel System,20251009,10/9/2025,No,20251229.0,12/29/2025,,,2025,10,4,194,81.0,173301,173301,LARGE,nissan north america inc nissan is recalling certain 2013 2021 nv200 van 2014 2017 2019 nv200 taxi and 2015 2018 chevrolet city express vehicles the fuel tank temperature ftt sensor harness may have been incorrectly routed damaging wires and causing a short circuit in the fuel pump fuse,a blown fuel pump fuse can cause the engine to stall increasing the risk of a crash,dealers will inspect and reroute the ftt sensor harness or replace the fuel pump assembly as necessary free of charge owner letters were mailed january 2 2026 owners may contact nissan s customer service at 800 647 7261 nissan s number for this recall is pma56 vehicle identification numbers vins involved in this recall became searchable on nhtsa gov october 10 2025,,MEDIUM,0,3827,1,28,MODERATE,ODI,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20251009,2.61e+23,Module Assy â Fuel Level Sender,Fuel Level Sender Card,25060 3LM0B,10/9/2025,0.2442,10.0,287,83,5,0,1,0,0,0,1,0,0,0,67,Medium,Nissan north america inc nissan is recalling certain 2013 2021 nv200 van 2014 2017 2019 nv200 tax...
c9d0597d43f468,320389,26V056000,,BMW,Z4,2021.0,2021.0,2020s,"BMW of North America, LLC","BMW of North America, LLC",German,V,Vehicle,Electrical System,Electrical,20260130,1/30/2026,No,20260327.0,3/27/2026,,,2026,1,1,81,56.0,87394,87394,LARGE,bmw of north america llc bmw is recalling certain 2021 2023 toyota supra 2022 2023 2 series coupe 2021 2024 5 series xdrive 2021 2022 z4 2022 2024 4 series gran coupe 2021 2024 4 series convertible and xdrive convertible 2021 2023 4 series coupe 2021 2024 3 series 2021 2023 x4 2021 2024 x3 vehicles please see the recall report for a complete list of all models the engine starter may overheat and catch fire due to wear on an internal component,fire increases the risk of injury,dealers will replace the engine starter free of charge a letter informing owners of the safety risk was mailed on march 27 2026 owners will receive another letter once the remedy is available owners may contact bmw customer service at 1 800 525 7417 or toyota s customer service at 1 800 331 4331 vehicle identification numbers vins involved in this recall will be searchable on nhtsa gov beginning march 24 2026,,LOW,1,4177,1,36,MODERATE,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20260202,2.61e+23,Engine Starter,Engine Starter,A33FB9 / 5A33FC0 / 8671503 / 8693976 â model dependent,2/2/2026,0.1955,5.0,446,33,4,1,0,1,0,0,0,1,0,0,184,Medium,Bmw of north america llc bmw is recalling certain 2021 2023 toyota supra 2022 2023 2 series coupe...
4f714c61e303f6,91454,12V536000,,TOYOTA,PRIUS,2004.0,2004.0,2000s,Toyota Motor Engineering & Manufacturing,Toyota Motor Corporation,Japanese,V,Vehicle,Other,Electrical,20121114,11/14/2012,No,20130117.0,1/17/2013,20030806.0,20090330.0,2012,11,4,4906,64.0,350662,350662,LARGE,toyota is recalling certain model year 2004 2009 prius vehicles manufactured august 6 2003 through march 30 2009 and fchv adv vehicles manufactured december 12 2008 through september 13 2011 during manufacturing a scratch may have occurred inside of the electrically driven water pump at the coil wire the coil wire may corrode at the scratched portion,the corroded coil wire may break and the water pump could stop the corroded coil wire could cause a short circuit between coil wires and a possible open fuse creating a stall like condition of the hybrid system while the vehicle is being driven this may increase the risk of a vehicle crash,toyota will notify its owners and dealers will replace the electric water pump free of charge the recall began on january 17 2013 owners may contact their toyota dealer or the toyota customer experience center at 1 800 331 4331,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",MEDIUM,0,14089,1,28,MODERATE,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20121114,5.1e+22,,,,11/14/2012,0.2059,22.0,352,290,1,0,1,0,0,0,1,0,0,0,174,Medium,Toyota is recalling certain model year 2004 2009 prius vehicles manufactured august 6 2003 throug...
6026ba43496bb4,84238,10V566000,R231,VOLVO,XC70,2006.0,2006.0,2000s,VOLVO CARS OF N.A. LLC.,"Volvo Car USA, LLC",European,V,Vehicle,Other,Electrical,20101108,11/8/2010,No,20101118.0,11/18/2010,,,2010,11,4,5643,10.0,416,416,SMALL,volvo is recalling certain vehicles equipped with garmin 760 portable global positioning system gps units because the batteries on those units may overheat,an overheated battery could lead to a fire,volvo advises owners to please stop using the garmin portable gps device immediately and visit the garmin website to determine if their unit is affected the unit s battery will be replaced with a new battery and a spacer will be inserted on top of the battery next to the pcb this service will be performed free of charge the safety recall began on november 18 2010 owners may contact garmin at 866 957 1981 or visit garmin s website at www garmin com nuvibatterypcbrecall,"VOLVO SAFETY RECALL NO. R231.OWNERS MAY ALSO CONTACT THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION'S VEHICLE SAFETY HOTLINE AT 1-888-327-4236 (TTY 1-800-424-9153), OR GO TO <A HREF=HTTP://WWW.SAFERCAR.GOV>HTTP://WWW.SAFERCAR.GOV</A> .",LOW,0,127,1,14,LOW,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20101116,3.82e+22,,,,11/16/2010,0.223,20.0,155,42,1,1,0,0,0,0,0,1,0,0,7,Low,Volvo is recalling certain vehicles equipped with garmin 760 portable global positioning system g...
60e7be01692ee1,128920,17V749000,,KZRV,SPORT,2008.0,2008.0,2000s,"KZRV, L.P.","K.Z., Inc.",Other,V,Vehicle,Other,Engine / Powertrain,20171121,11/21/2017,No,20180115.0,1/15/2018,,,2017,11,4,3073,55.0,134046,134046,LARGE,kzrv l p kzrv is recalling various 2002 2018 recreational trailers equipped with kidde plastic handle or push button pindicator fire extinguishers see a list of the affected trailer models at https static nhtsa gov odi rcl 2017 rmisc 17v749 9547 pdf these extinguishers may become clogged preventing the extinguisher from discharging as expected or excessive force may be needed to activate the extinguisher additionally in certain models the nozzle may detach from the valve assembly with enough force that it could cause injury and also render the product inoperable for a full list of the affected fire extinguisher models visit https static nhtsa gov odi rcl 2017 rmisc 17e062 5427 pdf,in the event of a fire if the fire extinguisher does not function properly it can increase the risk of injury,kzrv will notify owners instructing them to contact kidde for a replacement fire extinguisher free of charge the recall began on january 15 2018 owners may contact kzrv customer service at 1 800 768 4016 extension 154 or 153 or kidde customer service toll free at 1 855 262 3540 or online at www kidde com and click on product safety recall for more information,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",CRITICAL,0,595,1,58,HIGH,MFR,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20171128,7.9e+22,,,,11/28/2017,0.3539,18.0,689,109,1,1,0,1,0,0,0,0,0,0,53,High,Kzrv l p kzrv is recalling various 2002 2018 recreational trailers equipped with kidde plastic ha...
b93e8a204fb1ca,138361,18V076000,171,HARLEY-DAVIDSON,FLHRSE4,2008.0,2008.0,2000s,Harley-Davidson Motor Company,Harley-Davidson Motor Company,US Domestic,V,Vehicle,Brakes,Brakes,20180129,1/29/2018,No,20180214.0,2/14/2018,20070313.0,20080627.0,2018,1,1,3004,16.0,174636,174636,LARGE,harley davidson motor company harley davidson is recalling all 2008 2011 touring cvo touring and vsrc motorcycles equipped with anti lock brakes abs including road king flhr road king police efi flhp road king police efi flhpe electra glide standard police efi flhtp electra glide classic efi flhtc electra glide ultra classic efi flhtcu and street glide efi flhx 2008 vrod vrscawa cvo road king 4 flhrse4 night rod vrscda cvo ultra classic 3 flhtcuse3 night rod special vrscdxa 2008 2010 road king classic efi flhrc 2008 2009 road glide efi fltr and electra glide standard efi flht 2009 2010 v rod vrscaw 2009 cvo ultra classic flhtcuse4 and cvo road glide 3 fltrse3 2009 2011 night rod special vrscdx and v rod muscle vrscf 2010 cvo ultra classic 5 flhtcuse5 and cvo street glide flhxse 2010 2011 electra glide ultra limited flhtk and road glide custom fltrx 2011 road glide ultra 103 fltru103 street glide 103 flhx103 road king classic 103 flhrc103 cvo ultra classic 6 flhtcuse6 cvo road glide ultra fltruse road glide custom 103 fltrx103 and cvo street glide 2 flhxse2 motorcycles deposits may form on components within the brake system if the dot 4 brake fluid is not replaced for a prolonged period of time beyond the 2 year maintenance schedule specified in the owner s manual,these deposits may cause a valve within the abs hydraulic control unit to stick reducing braking ability and increasing the risk of a crash,harley davidson will notify owners and dealers will flush the entire brake system with new platinum label dot 4 brake fluid free of charge the recall began on february 14 2018 owners may contact harley davidson customer service at 1 800 258 2464 harley davidson s number for this recall is 0171,"Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",HIGH,0,723,1,43,MODERATE,ODI,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20180131,8.17e+22,,,,1/31/2018,0.2935,18.0,1283,139,5,0,1,0,0,0,0,0,0,0,43,Medium,Harley davidson motor company harley davidson is recalling all 2008 2011 touring cvo touring and...
c682a14885d75d,314778,25V595000,See Part 573 Report,LEXUS,LS,2024.0,2024.0,2020s,Toyota Motor Engineering & Manufacturing,Toyota Motor Corporation,Japanese,V,Vehicle,Electrical System,Brakes,20250911,9/11/2025,No,20251205.0,12/5/2025,20231016.0,,2025,9,3,222,85.0,591377,591377,MASSIVE,toyota motor engineering manufacturing toyota is recalling certain 2023 2024 toyota venza 2023 2025 rav4 prime rav4 highlander gr corolla crown 2024 2025 lexus tx ls toyota tacoma grand highlander and 2025 lexus rx toyota crown signia camry rav 4 plug in hybrid phev and 4 runner vehicles due to an error in the instrument panel software at vehicle startup the instrument panel may fail to display vehicle speed brake system and tire pressure warning lights,an instrument panel display that does not show critical information can increase the risk of a crash or injury,dealers will update the instrument panel software for non phev vehicles free of charge for phev vehicles dealers will inspect the instrument panel assembly and either replace it or update the software free of charge owner letters were mailed december 5 2025 owners may contact toyota s customer service at 1 800 331 4331 toyota s numbers for this recall are 25tb08 and 25ta08 lexus numbers for this recall are 25lb05 and 25la05,,LOW,0,14089,1,25,LOW,ODI,NHTSA ODI Flat File,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,4/21/2026,v1.0,20250912,2.61e+23,"Meter Assy, Combination",Combination Meter,83A00-0E451,9/12/2025,0.2031,2.0,457,110,4,0,1,1,0,0,0,0,0,0,174,Low,Toyota motor engineering manufacturing toyota is recalling certain 2023 2024 toyota venza 2023 20...
